"id","fdc_id","name","pct_weight","is_refuse","gram_weight","data_points","min_year_acqured"
"59223","","Lip lean","1.3","N","4.5","5",""
"59224","","Seam fat","1.9","Y","6.6","5",""
"59225","","Separable Lean","79.7","N","279.0","5",""
"59226","","Total gram weight","","N","350.0","5",""
"59227","","Separable Lean","76.4","N","286.0","4",""
"59228","","Total gram weight","","N","375.0","4",""
"59229","","Connective tissue","8.0","Y","30.0","4",""
"59230","","External fat","7.0","Y","26.4","4",""
"59231","","Handling loss","0.7","N","2.5","4",""
"59232","","Lip fat","3.3","Y","12.3","4",""
"59233","","Lip lean","0.9","N","3.2","4",""
"59234","","Seam fat","3.7","Y","14.0","4",""
"59235","","Total gram weight","","N","315.0","4",""
"59236","","Connective tissue","6.3","Y","19.7","4",""
"59237","","External fat","10.2","Y","32.0","4",""
"59238","","Handling loss","1.1","N","3.6","4",""
"59239","","Lip fat","2.3","Y","7.2","4",""
"59240","","Lip lean","2.0","N","6.2","4",""
"59241","","Seam fat","1.7","Y","5.5","4",""
"59242","","Separable Lean","76.5","N","241.0","4",""
"59243","","Connective tissue","3.9","Y","11.0","4",""
"59244","","External fat","15.9","Y","44.2","4",""
"59245","","Handling loss","1.3","N","3.6","4",""
"59246","","Lip fat","3.4","Y","9.5","4",""
"59247","","Lip lean","2.3","N","6.4","4",""
"59248","","Seam fat","2.4","Y","6.6","4",""
"59249","","Separable Lean","70.8","N","198.0","4",""
"59250","","Total gram weight","","N","279.0","4",""
"59251","","Connective tissue","8.7","Y","21.9","6",""
"59252","","External fat","6.3","Y","15.7","6",""
"59253","","Handling loss","0.8","N","2.0","6",""
"59254","","Lip fat","2.9","Y","7.4","6",""
"59255","","Lip lean","3.3","N","8.4","6",""
"59256","","Seam fat","2.6","Y","6.6","6",""
"59257","","Separable Lean","75.3","N","189.0","6",""
"59258","","Total gram weight","","N","251.0","6",""
"59259","","Handling loss","0.7","N","2.3","6",""
"59260","","Lip fat","2.8","Y","9.3","6",""
"59261","","Lip lean","2.4","N","7.8","6",""
"59262","","Seam fat","2.2","Y","7.2","6",""
"59263","","Separable Lean","73.4","N","240.0","6",""
"59264","","Total gram weight","","N","326.0","6",""
"59265","","Connective tissue","9.6","Y","31.5","6",""
"59266","","External fat","8.9","Y","28.9","6",""
"59267","","Connective tissue","7.7","Y","21.5","4",""
"59268","","External fat","9.1","Y","25.4","4",""
"59269","","Handling loss","1.1","N","3.0","4",""
"59270","","Lip fat","7.4","Y","20.7","4",""
"59271","","Lip lean","2.6","N","7.2","4",""
"59272","","Seam fat","2.8","Y","7.9","4",""
"59273","","Separable Lean","69.3","N","193.0","4",""
"59274","","Total gram weight","","N","279.0","4",""
"59275","","Bone and connective tissue","7.6","Y","17.3","6",""
"59276","","External fat","2.5","Y","5.6","6",""
"59277","","Handling loss","0.9","N","2.0","6",""
"59278","","Seam fat","1.8","Y","4.1","6",""
"59279","","Separable Lean","87.3","N","199.0","6",""
"59280","","Total gram weight","","N","228.0","6",""
"59281","","Bone and connective tissue","7.8","Y","23.0","7",""
"59282","","External fat","6.0","Y","17.7","7",""
"59283","","Handling loss","0.2","N","0.5","7",""
"59284","","Seam fat","1.5","Y","4.4","7",""
"59285","","Separable Lean","84.5","N","249.0","7",""
"59286","","Total gram weight","","N","294.0","7",""
"59287","","Bone and connective tissue","6.0","Y","16.0","4",""
"59288","","External fat","3.7","Y","9.9","4",""
"59289","","Handling loss","1.2","N","3.1","4",""
"59290","","Seam fat","2.7","Y","7.2","4",""
"59291","","Separable Lean","86.4","N","229.0","4",""
"59292","","Total gram weight","","N","265.0","4",""
"59293","","Bone and connective tissue","3.9","Y","10.0","6",""
"59294","","External fat","1.4","Y","3.5","6",""
"59295","","Handling loss","0.9","N","2.2","6",""
"59296","","Seam fat","1.6","Y","4.1","6",""
"59297","","Separable Lean","88.4","N","226.0","6",""
"59298","","Total gram weight","","N","256.0","6",""
"59299","","Bone and connective tissue","6.5","Y","18.6","5",""
"59300","","External fat","4.4","Y","12.7","5",""
"59301","","Handling loss","0.8","N","2.3","5",""
"59302","","Seam fat","1.7","Y","4.9","5",""
"59303","","Separable Lean","86.7","N","249.0","5",""
"59304","","Total gram weight","","N","288.0","5",""
"59305","","Bone and connective tissue","10.3","Y","28.4","5",""
"59306","","External fat","3.1","Y","8.5","5",""
"59307","","Handling loss","-0.3","N","-0.8","5",""
"59308","","Seam fat","1.5","Y","4.2","5",""
"59309","","Separable Lean","86.6","N","239.0","5",""
"59310","","Total gram weight","","N","276.0","5",""
"59311","","Bone and connective tissue","7.0","Y","21.5","5",""
"59312","","External fat","4.1","Y","12.5","5",""
"59313","","Handling loss","0.5","N","1.4","5",""
"59314","","Seam fat","2.4","Y","7.4","5",""
"59315","","Separable Lean","86.1","N","266.0","5",""
"59316","","Total gram weight","","N","308.0","5",""
"59317","","Bone and connective tissue","6.5","Y","19.2","5",""
"59318","","External fat","1.3","Y","3.8","5",""
"59319","","Handling loss","0.7","N","2.0","5",""
"59320","","Seam fat","1.6","Y","4.8","5",""
"59321","","Separable Lean","90.0","N","265.0","5",""
"59322","","Total gram weight","","N","295.0","5",""
"59323","","Separable Lean","82.9","N","260.0","4",""
"59324","","Total gram weight","","N","314.0","4",""
"59325","","Bone and connective tissue","11.4","Y","35.8","4",""
"59326","","External fat","4.7","Y","14.7","4",""
"59327","","Handling loss","0.4","N","1.3","4",""
"59328","","Seam fat","0.0","Y","0.0","4",""
"59329","","External fat","3.5","Y","11.0","4",""
"59330","","Handling loss","1.9","N","6.0","4",""
"59331","","Seam fat","20.5","Y","64.0","4",""
"59332","","Bone and connective tissue","9.3","Y","28.9","4",""
"59333","","Separable Lean","83.3","N","260.0","4",""
"59334","","Total gram weight","","N","312.0","4",""
"59335","","Bone and connective tissue","7.2","Y","18.5","5",""
"59336","","External fat","3.7","Y","9.6","5",""
"59337","","Handling loss","0.5","N","1.3","5",""
"59338","","Seam fat","2.8","Y","7.2","5",""
"59339","","Separable Lean","85.8","N","222.0","5",""
"59340","","Total gram weight","","N","258.0","5",""
"59341","","Bone and connective tissue","9.5","Y","21.5","6",""
"59342","","External fat","4.2","Y","9.5","6",""
"59343","","Handling loss","0.7","N","1.5","6",""
"59344","","Seam fat","1.9","Y","4.4","6",""
"59345","","Separable Lean","83.7","N","190.0","6",""
"59346","","Total gram weight","","N","227.0","6",""
"59347","","Connective tissue","8.5","Y","22.5","5",""
"59348","","External fat","5.0","Y","13.4","5",""
"59349","","Handling loss","0.9","N","2.3","5",""
"59350","","Lip fat","3.3","Y","8.8","5",""
"59351","","Lip lean","0.9","N","2.5","5",""
"59352","","Seam fat","3.3","Y","8.8","5",""
"59353","","Separable Lean","78.0","N","207.0","5",""
"59354","","Total gram weight","","N","266.0","5",""
"59355","","Connective tissue","5.4","Y","18.2","6",""
"59356","","External fat","10.6","Y","35.5","6",""
"59357","","Handling loss","1.0","N","3.2","6",""
"59358","","Lip fat","2.8","Y","9.5","6",""
"59359","","Lip lean","2.4","N","8.2","6",""
"59360","","Seam fat","2.6","Y","8.8","6",""
"59361","","Separable Lean","75.1","N","252.0","6",""
"59362","","Total gram weight","","N","335.0","6",""
"59363","","Connective tissue","5.2","Y","15.7","5",""
"59364","","External fat","8.4","Y","25.3","5",""
"59365","","Handling loss","1.0","N","3.1","5",""
"59366","","Lip fat","4.3","Y","13.0","5",""
"59367","","Lip lean","2.3","N","6.8","5",""
"59368","","Seam fat","2.6","Y","7.8","5",""
"59369","","Separable Lean","76.3","N","230.0","5",""
"59370","","Total gram weight","","N","302.0","5",""
"59371","","External fat","12.1","Y","24.7","5",""
"59372","","Handling loss","0.9","N","1.9","5",""
"59373","","Lip fat","3.7","Y","7.6","5",""
"59374","","Lip lean","1.8","N","3.7","5",""
"59375","","Handling loss","0.8","N","2.4","7",""
"59376","","Lip fat","3.8","Y","11.0","7",""
"59377","","Lip lean","1.6","N","4.6","7",""
"59378","","Seam fat","1.6","Y","4.6","7",""
"59379","","Separable Lean","79.4","N","228.0","7",""
"59380","","Total gram weight","","N","287.0","7",""
"59381","","Connective tissue","6.8","Y","19.4","7",""
"59382","","External fat","6.0","Y","17.3","7",""
"59383","","Separable Lean","77.1","N","241.0","5",""
"59384","","Total gram weight","","N","313.0","5",""
"59385","","Connective tissue","6.0","Y","18.7","5",""
"59386","","External fat","5.4","Y","17.0","5",""
"59387","","Handling loss","0.9","N","2.7","5",""
"59388","","Lip fat","2.8","Y","8.9","5",""
"59389","","Lip lean","1.2","N","3.8","5",""
"59390","","Seam fat","6.6","Y","20.8","5",""
"59391","","Connective tissue","393.0","Y","29.5","4",""
"59392","","External fat","305.0","Y","22.9","4",""
"59393","","Handling loss","49.3","N","3.7","4",""
"59394","","Seam fat","3.2","Y","10.3","4",""
"59395","","Separable Lean","73.7","N","237.0","4",""
"59396","","Total gram weight","","N","322.0","4",""
"59397","","Lip fat","-393.0","Y","11.0","4",""
"59398","","Lip lean","-268.0","N","7.5","4",""
"59399","","Connective tissue","5.9","Y","20.9","5",""
"59400","","External fat","10.2","Y","35.8","5",""
"59401","","Handling loss","-0.8","N","-2.8","5",""
"59402","","Lip fat","3.8","Y","13.3","5",""
"59403","","Lip lean","2.3","N","8.2","5",""
"59404","","Seam fat","2.4","Y","8.3","5",""
"59405","","Separable Lean","76.6","N","270.0","5",""
"59406","","Total gram weight","","N","353.0","5",""
"59407","","Connective tissue","6.3","Y","23.2","4",""
"59408","","External fat","8.3","Y","30.8","4",""
"59409","","Handling loss","1.5","N","5.4","4",""
"59410","","Lip fat","7.7","Y","28.5","4",""
"59411","","Lip lean","4.5","N","16.8","4",""
"59412","","Seam fat","3.8","Y","14.1","4",""
"59413","","Separable Lean","68.0","N","252.0","4",""
"59414","","Total gram weight","","N","371.0","4",""
"59415","","Connective tissue","3.8","Y","12.4","4",""
"59416","","External fat","14.7","Y","47.9","4",""
"59417","","Handling loss","0.3","N","1.0","4",""
"59418","","Lip fat","1.3","Y","4.1","4",""
"59419","","Lip lean","2.4","N","7.7","4",""
"59420","","Separable Lean","75.4","N","246.0","4",""
"59421","","Total gram weight","","N","326.0","4",""
"59422","","Seam fat","2.2","Y","7.3","4",""
"59423","","Separable Lean","72.2","N","256.0","4",""
"59424","","Total gram weight","","N","354.0","4",""
"59425","","Connective tissue","5.1","Y","18.2","4",""
"59426","","External fat","11.9","Y","42.0","4",""
"59427","","Handling loss","-0.3","N","-1.0","4",""
"59428","","Lip fat","4.7","Y","16.6","4",""
"59429","","Lip lean","4.7","N","16.8","4",""
"59430","","Seam fat","1.7","Y","5.9","4",""
"59431","","Connective tissue","10.3","Y","30.4","6",""
"59432","","External fat","8.7","Y","25.9","6",""
"59433","","Handling loss","0.6","N","1.7","6",""
"59434","","Lip fat","2.1","Y","6.2","6",""
"59435","","Lip lean","1.8","N","5.4","6",""
"59436","","Seam fat","1.8","Y","5.3","6",""
"59437","","Separable Lean","74.7","N","222.0","6",""
"59438","","Total gram weight","","N","296.0","6",""
"59439","","Connective tissue","9.6","Y","24.9","5",""
"59440","","Handling loss","0.5","N","1.2","5",""
"59441","","Lip fat","3.8","Y","9.9","5",""
"59442","","Lip lean","1.8","N","4.8","5",""
"59443","","Seam fat","1.5","Y","4.0","5",""
"59444","","Separable Lean","74.3","N","193.0","5",""
"59445","","Total gram weight","","N","260.0","5",""
"59446","","External fat","8.5","Y","22.2","5",""
"59447","","Bone and connective tissue","7.6","Y","21.6","127","2011"
"59448","","External fat","6.1","Y","17.4","248","2011"
"59449","","Handling loss","0.7","N","2.1","248","2011"
"59450","","Seam fat","2.7","Y","7.5","248","2011"
"59451","","Separable Lean","80.2","N","227.0","248","2011"
"59452","","Total gram weight","100.0","N","283.0","248","2011"
"59453","","Connective tissue","7.6","Y","21.5","121","2011"
"59454","","Lip fat","3.7","Y","10.4","121","2011"
"59455","","Lip lean","2.4","N","6.8","121","2011"
"59456","","Connective tissue","0.1","Y","0.6","2",""
"59457","","External fat","0.6","Y","3.6","2",""
"59458","","Handling loss","0.0","N","0.1","2",""
"59459","","Seam fat","0.8","Y","4.9","2",""
"59460","","Separable Lean","98.5","N","615.0","2",""
"59461","","Total gram weight","","N","625.0","2",""
"59462","","Connective tissue","0.0","Y","0.0","2",""
"59463","","External fat","0.6","Y","2.4","2",""
"59464","","Handling loss","0.1","N","0.4","2",""
"59465","","Seam fat","0.0","Y","0.0","2",""
"59466","","Separable Lean","99.3","N","401.0","2",""
"59467","","Total gram weight","","N","404.0","2",""
"59468","","Connective tissue","0.0","Y","0.0","2",""
"59469","","External fat","0.0","Y","0.0","2",""
"59470","","Handling loss","0.1","N","0.3","2",""
"59471","","Seam fat","0.0","Y","0.0","2",""
"59472","","Separable Lean","99.9","N","378.0","2",""
"59473","","Total gram weight","","N","379.0","2",""
"59474","","Connective tissue","0.0","Y","0.0","2",""
"59475","","External fat","0.6","Y","3.2","2",""
"59476","","Handling loss","0.1","N","0.6","2",""
"59477","","Seam fat","0.0","Y","0.0","2",""
"59478","","Separable Lean","99.3","N","508.0","2",""
"59479","","Total gram weight","","N","512.0","2",""
"59480","","Connective tissue","1.3","Y","5.4","2",""
"59481","","External fat","0.3","Y","1.2","2",""
"59482","","Handling loss","0.0","N","0.0","2",""
"59483","","Seam fat","0.0","Y","0.0","2",""
"59484","","Separable Lean","98.5","N","403.0","2",""
"59485","","Total gram weight","","N","410.0","2",""
"59486","","Connective tissue","0.9","Y","4.5","2",""
"59487","","Separable Lean","96.7","N","470.0","2",""
"59488","","Total gram weight","","N","486.0","2",""
"59489","","External fat","0.4","Y","1.8","2",""
"59490","","Handling loss","0.6","N","3.1","2",""
"59491","","Seam fat","1.3","Y","6.5","2",""
"59492","","Connective tissue","0.0","Y","0.0","2",""
"59493","","External fat","0.6","Y","2.4","2",""
"59494","","Handling loss","0.1","N","0.4","2",""
"59495","","Seam fat","0.0","Y","0.0","2",""
"59496","","Separable Lean","99.3","N","373.0","2",""
"59497","","Total gram weight","","N","376.0","2",""
"59498","","Connective tissue","0.0","Y","0.0","2",""
"59499","","External fat","0.5","Y","2.4","2",""
"59500","","Handling loss","0.2","N","1.0","2",""
"59501","","Seam fat","1.4","Y","6.6","2",""
"59502","","Separable Lean","97.9","N","464.0","2",""
"59503","","Total gram weight","","N","474.0","2",""
"59504","","Connective tissue","0.2","Y","1.0","2",""
"59505","","External fat","0.2","Y","1.0","2",""
"59506","","Handling loss","0.2","N","0.8","2",""
"59507","","Seam fat","1.8","Y","8.3","2",""
"59508","","Separable Lean","97.6","N","451.0","2",""
"59509","","Total gram weight","","N","462.0","2",""
"59510","","Connective tissue","0.6","Y","3.2","2",""
"59511","","External fat","0.6","Y","3.1","2",""
"59512","","Handling loss","0.3","N","1.6","2",""
"59513","","Seam fat","0.5","Y","2.8","2",""
"59514","","Separable Lean","98.0","N","514.0","2",""
"59515","","Total gram weight","","N","525.0","2",""
"59516","","Connective tissue","0.5","Y","2.1","2",""
"59517","","External fat","0.6","Y","2.4","2",""
"59518","","Handling loss","0.0","N","0.0","2",""
"59519","","Seam fat","0.3","Y","1.2","2",""
"59520","","Separable Lean","99.0","N","421.0","2",""
"59521","","Total gram weight","","N","425.0","2",""
"59522","","Connective tissue","0.0","Y","0.0","2",""
"59523","","External fat","0.5","Y","2.2","2",""
"59524","","Handling loss","0.4","N","1.7","2",""
"59525","","Seam fat","0.0","Y","0.0","2",""
"59526","","Separable Lean","99.2","N","463.0","2",""
"59527","","Total gram weight","","N","467.0","2",""
"59528","","Connective tissue","0.3","Y","1.4","24","2011"
"59529","","External fat","0.5","Y","2.1","24","2011"
"59530","","Handling loss","0.2","N","0.8","24","2011"
"59531","","Seam fat","0.5","Y","2.5","24","2011"
"59532","","Separable Lean","98.5","N","455.0","24","2011"
"59533","","Total gram weight","100.0","N","462.0","24","2011"
"59534","","Bone and connective tissue","0.6","Y","1.6","96","2011"
"59535","","External fat","0.9","Y","2.7","96","2011"
"59536","","Handling loss","0.4","N","1.2","96","2011"
"59537","","Seam fat","0.1","Y","0.3","96","2011"
"59538","","Separable Lean","98.3","N","284.0","96","2011"
"59539","","Total gram weight","100.0","N","289.0","96","2011"
"59540","","Total gram weight","","N","980.0","3",""
"59541","","Handling loss","0.3","N","3.1","3",""
"59542","","Seam fat","0.3","Y","2.6","3",""
"59543","","Separable Lean","95.9","N","940.0","3",""
"59544","","Bone and connective tissue","0.9","Y","8.9","3",""
"59545","","External fat","2.5","Y","24.6","3",""
"59546","","Handling loss","0.8","N","2.9","4",""
"59547","","Seam fat","0.0","Y","0.0","4",""
"59548","","Separable Lean","97.7","N","372.0","4",""
"59549","","Bone and connective tissue","0.4","Y","1.7","4",""
"59550","","External fat","1.2","Y","4.4","4",""
"59551","","Total gram weight","","N","380.0","4",""
"59552","","Bone and connective tissue","0.4","Y","3.2","3",""
"59553","","External fat","0.2","Y","1.7","3",""
"59554","","Handling loss","0.4","N","2.7","3",""
"59555","","Seam fat","0.0","Y","0.0","3",""
"59556","","Separable Lean","99.0","N","751.0","3",""
"59557","","Total gram weight","","N","758.0","3",""
"59558","","Bone and connective tissue","1.1","Y","6.4","3",""
"59559","","External fat","0.2","Y","1.0","3",""
"59560","","Handling loss","0.2","N","1.4","3",""
"59561","","Seam fat","0.0","Y","0.0","3",""
"59562","","Separable Lean","98.5","N","586.0","3",""
"59563","","Total gram weight","","N","595.0","3",""
"59564","","Bone and connective tissue","0.9","Y","8.5","3",""
"59565","","External fat","0.4","Y","4.3","3",""
"59566","","Handling loss","0.2","N","1.5","3",""
"59567","","Seam fat","0.0","Y","0.0","3",""
"59568","","Separable Lean","98.6","N","979.0","3",""
"59569","","Total gram weight","","N","993.0","3",""
"59570","","Separable Lean","98.9","N","670.0","3",""
"59571","","Total gram weight","","N","678.0","3",""
"59572","","External fat","0.5","Y","3.6","3",""
"59573","","Handling loss","0.2","N","1.3","3",""
"59574","","Seam fat","0.4","Y","2.7","3",""
"59575","","Bone and connective tissue","0.0","Y","0.0","3",""
"59576","","Bone and connective tissue","0.2","Y","1.6","3",""
"59577","","External fat","0.2","Y","1.0","3",""
"59578","","Handling loss","0.2","N","1.0","3",""
"59579","","Seam fat","0.0","Y","0.0","3",""
"59580","","Separable Lean","99.4","N","647.0","3",""
"59581","","Total gram weight","","N","650.0","3",""
"59582","","Bone and connective tissue","0.5","Y","3.0","3",""
"59583","","External fat","2.3","Y","14.3","3",""
"59584","","Handling loss","0.4","N","2.3","3",""
"59585","","Seam fat","0.3","Y","1.8","3",""
"59586","","Separable Lean","96.5","N","598.0","3",""
"59587","","Total gram weight","","N","619.0","3",""
"59588","","Bone and connective tissue","0.5","Y","4.0","3",""
"59589","","External fat","2.6","Y","20.9","3",""
"59590","","Handling loss","0.4","N","3.1","3",""
"59591","","Seam fat","0.3","Y","2.1","3",""
"59592","","Separable Lean","96.2","N","766.0","3",""
"59593","","Total gram weight","","N","796.0","3",""
"59594","","Bone and connective tissue","1.0","Y","11.3","3",""
"59595","","External fat","1.0","Y","12.4","3",""
"59596","","Handling loss","0.5","N","5.7","3",""
"59597","","Seam fat","0.0","Y","0.0","3",""
"59598","","Separable Lean","97.5","N","1150.0","3",""
"59599","","Total gram weight","","N","1180.0","3",""
"59600","","Bone and connective tissue","0.3","Y","2.7","3",""
"59601","","External fat","0.8","Y","6.7","3",""
"59602","","Handling loss","0.3","N","2.9","3",""
"59603","","Seam fat","0.0","Y","0.0","3",""
"59604","","Separable Lean","98.6","N","881.0","3",""
"59605","","Total gram weight","","N","893.0","3",""
"59606","","Bone and connective tissue","0.7","Y","2.5","3",""
"59607","","External fat","0.3","Y","1.3","3",""
"59608","","Handling loss","0.1","N","0.3","3",""
"59609","","Seam fat","0.0","Y","0.0","3",""
"59610","","Separable Lean","98.9","N","376.0","3",""
"59611","","Total gram weight","","N","380.0","3",""
"59612","","Bone and connective tissue","0.6","Y","2.2","3",""
"59613","","External fat","0.3","Y","1.2","3",""
"59614","","Total gram weight","","N","353.0","3",""
"59615","","Handling loss","0.2","N","0.7","3",""
"59616","","Seam fat","0.0","Y","0.0","3",""
"59617","","Separable Lean","98.8","N","349.0","3",""
"59618","","Bone and connective tissue","1.5","Y","4.7","4",""
"59619","","External fat","0.7","Y","2.2","4",""
"59620","","Handling loss","0.3","N","0.9","4",""
"59621","","Seam fat","0.0","Y","0.0","4",""
"59622","","Separable Lean","97.5","N","306.0","4",""
"59623","","Total gram weight","","N","313.0","4",""
"59624","","Bone and connective tissue","0.3","Y","1.1","4",""
"59625","","External fat","0.3","Y","1.1","4",""
"59626","","Handling loss","0.3","N","1.3","4",""
"59627","","Seam fat","0.0","Y","0.0","4",""
"59628","","Separable Lean","99.1","N","387.0","4",""
"59629","","Total gram weight","","N","390.0","4",""
"59630","","Bone and connective tissue","0.0","Y","0.0","4",""
"59631","","External fat","0.1","Y","0.3","4",""
"59632","","Handling loss","0.4","N","1.4","4",""
"59633","","Seam fat","0.0","Y","0.0","4",""
"59634","","Separable Lean","99.5","N","369.0","4",""
"59635","","Total gram weight","","N","371.0","4",""
"59636","","Bone and connective tissue","0.0","Y","0.0","4",""
"59637","","External fat","0.1","Y","0.2","4",""
"59638","","Handling loss","0.0","N","0.0","4",""
"59639","","Seam fat","0.0","Y","0.0","4",""
"59640","","Separable Lean","99.9","N","266.0","4",""
"59641","","Total gram weight","","N","266.0","4",""
"59642","","Bone and connective tissue","0.0","Y","0.0","4",""
"59643","","External fat","0.0","Y","0.0","4",""
"59644","","Handling loss","0.3","N","0.9","4",""
"59645","","Seam fat","0.0","Y","0.0","4",""
"59646","","Separable Lean","99.7","N","303.0","4",""
"59647","","Total gram weight","","N","304.0","4",""
"59648","","Bone and connective tissue","0.2","Y","0.5","4",""
"59649","","External fat","1.5","Y","4.6","4",""
"59650","","Handling loss","0.8","N","2.5","4",""
"59651","","Seam fat","0.5","Y","1.4","4",""
"59652","","Separable Lean","97.1","N","295.0","4",""
"59653","","Total gram weight","","N","304.0","4",""
"59654","","Bone and connective tissue","0.0","Y","0.0","4",""
"59655","","External fat","1.3","Y","3.7","4",""
"59656","","Handling loss","0.5","N","1.5","4",""
"59657","","Seam fat","0.1","Y","0.4","4",""
"59658","","Separable Lean","98.1","N","288.0","4",""
"59659","","Total gram weight","","N","294.0","4",""
"59660","","Bone and connective tissue","0.4","Y","1.4","4",""
"59661","","Separable Lean","97.4","N","370.0","4",""
"59662","","Total gram weight","","N","380.0","4",""
"59663","","External fat","1.7","Y","6.4","4",""
"59664","","Handling loss","0.5","N","2.0","4",""
"59665","","Seam fat","0.0","Y","0.0","4",""
"59666","","Bone and connective tissue","0.8","Y","2.9","4",""
"59667","","External fat","0.2","Y","0.7","4",""
"59668","","Handling loss","0.3","N","0.9","4",""
"59669","","Seam fat","0.0","Y","0.0","4",""
"59670","","Separable Lean","98.8","N","346.0","4",""
"59671","","Total gram weight","","N","350.0","4",""
"59672","","Bone and connective tissue","0.1","Y","0.5","4",""
"59673","","External fat","1.1","Y","5.1","4",""
"59674","","Handling loss","0.2","N","1.1","4",""
"59675","","Seam fat","0.0","Y","0.0","4",""
"59676","","Separable Lean","98.5","N","437.0","4",""
"59677","","Total gram weight","","N","444.0","4",""
"59678","","Bone and connective tissue","0.7","Y","2.3","4",""
"59679","","External fat","0.2","Y","0.8","4",""
"59680","","Handling loss","0.1","N","0.5","4",""
"59681","","Seam fat","0.0","Y","0.0","4",""
"59682","","Separable Lean","99.0","N","340.0","4",""
"59683","","Total gram weight","","N","344.0","4",""
"59684","","Total gram weight","100.0","N","514.0","84","2011"
"59685","","Handling loss","0.3","N","1.7","84","2011"
"59686","","Seam fat","0.1","Y","0.4","84","2011"
"59687","","Separable Lean","98.2","N","505.0","84","2011"
"59688","","Bone and connective tissue","0.5","Y","2.7","84","2011"
"59689","","External fat","0.9","Y","4.7","84","2011"
"59690","","Bone and connective tissue","24.9","Y","86.6","4",""
"59691","","External fat","10.8","Y","37.4","4",""
"59692","","Handling loss","0.5","N","1.8","4",""
"59693","","Seam fat","5.3","Y","18.5","4",""
"59694","","Separable Lean","58.5","N","203.0","4",""
"59695","","Total gram weight","","N","348.0","4",""
"59696","","Bone and connective tissue","34.3","Y","114.0","6",""
"59697","","External fat","6.7","Y","22.4","6",""
"59698","","Handling loss","0.4","N","1.3","6",""
"59699","","Seam fat","2.3","Y","7.7","6",""
"59700","","Separable Lean","56.3","N","188.0","6",""
"59701","","Total gram weight","","N","333.0","6",""
"59702","","Total gram weight","","N","436.0","4",""
"59703","","Bone and connective tissue","28.0","Y","122.0","4",""
"59704","","External fat","10.9","Y","47.6","4",""
"59705","","Handling loss","0.5","N","2.2","4",""
"59706","","Seam fat","4.2","Y","18.4","4",""
"59707","","Separable Lean","56.4","N","246.0","4",""
"59708","","Bone and connective tissue","30.6","Y","108.0","4",""
"59709","","External fat","6.6","Y","23.3","4",""
"59710","","Handling loss","0.5","N","1.8","4",""
"59711","","Seam fat","6.3","Y","22.2","4",""
"59712","","Separable Lean","56.0","N","198.0","4",""
"59713","","Total gram weight","","N","354.0","4",""
"59714","","Bone and connective tissue","32.6","Y","133.0","4",""
"59715","","External fat","7.2","Y","29.5","4",""
"59716","","Handling loss","0.4","N","1.8","4",""
"59717","","Seam fat","3.8","Y","15.7","4",""
"59718","","Separable Lean","55.9","N","228.0","4",""
"59719","","Total gram weight","","N","408.0","4",""
"59720","","Bone and connective tissue","25.8","Y","81.1","5",""
"59721","","External fat","8.6","Y","27.2","5",""
"59722","","Handling loss","0.6","N","2.0","5",""
"59723","","Seam fat","4.1","Y","13.0","5",""
"59724","","Separable Lean","60.8","N","192.0","5",""
"59725","","Total gram weight","","N","315.0","5",""
"59726","","Bone and connective tissue","28.5","Y","108.0","4",""
"59727","","External fat","9.0","Y","34.1","4",""
"59728","","Handling loss","0.3","N","1.3","4",""
"59729","","Seam fat","5.9","Y","22.3","4",""
"59730","","Separable Lean","56.2","N","212.0","4",""
"59731","","Total gram weight","","N","378.0","4",""
"59732","","Bone and connective tissue","29.5","Y","105.0","4",""
"59733","","External fat","9.0","Y","32.0","4",""
"59734","","Handling loss","0.7","N","2.6","4",""
"59735","","Seam fat","7.5","Y","26.8","4",""
"59736","","Separable Lean","53.3","N","190.0","4",""
"59737","","Total gram weight","","N","357.0","4",""
"59738","","Bone and connective tissue","36.2","Y","132.0","3",""
"59739","","External fat","8.5","Y","31.0","3",""
"59740","","Handling loss","0.4","N","1.6","3",""
"59741","","Seam fat","1.1","Y","4.1","3",""
"59742","","Separable Lean","53.8","N","197.0","3",""
"59743","","Total gram weight","","N","366.0","3",""
"59744","","Bone and connective tissue","27.7","Y","103.0","4",""
"59745","","External fat","12.5","Y","46.8","4",""
"59746","","Handling loss","0.6","N","2.4","4",""
"59747","","Seam fat","10.1","Y","37.6","4",""
"59748","","Separable Lean","49.1","N","184.0","4",""
"59749","","Total gram weight","","N","374.0","4",""
"59750","","Bone and connective tissue","26.9","Y","100.0","5",""
"59751","","External fat","11.4","Y","42.4","5",""
"59752","","Handling loss","0.7","N","2.7","5",""
"59753","","Seam fat","4.5","Y","16.7","5",""
"59754","","Separable Lean","56.6","N","211.0","5",""
"59755","","Total gram weight","","N","374.0","5",""
"59756","","Bone and connective tissue","24.2","Y","89.7","5",""
"59757","","External fat","12.9","Y","47.9","5",""
"59758","","Handling loss","0.9","N","3.3","5",""
"59759","","Seam fat","6.2","Y","22.8","5",""
"59760","","Separable Lean","55.8","N","206.0","5",""
"59761","","Total gram weight","","N","370.0","5",""
"59762","","Bone and connective tissue","31.2","Y","99.1","5",""
"59763","","External fat","5.2","Y","16.6","5",""
"59764","","Handling loss","0.3","N","1.0","5",""
"59765","","Seam fat","4.0","Y","12.6","5",""
"59766","","Separable Lean","59.3","N","188.0","5",""
